OBJECTID;ID_PCT;ID_MST;numero_campo;codigo_estandar;codigo_igm;tipo_subtipo;tipo_muestra;subtipo_muestra;coord_este_bogota;coord_norte_bogota;coord_este1_bta;coord_norte1_bta;latitud;longitud;altitud;origen_coord_original;coord_este_original;coord_norte_original;fecha;testigo;profundidad;profundidad_mayor;escala_muestreo;plancha;cuenca;subcuenca;tipo_celda;pais;departamento;municipio;localidad;ubicacion_geografica;proyecto;responsable;informe;ataque;malla;Preconcentracion;Preservación;Pulverizado;Secado;Tamizado;Triturado;tecnica_medicion;Ag_perc;Ag_ppb;Ag_ppm;Al_perc;Al_ppb;Al_ppm;As_perc;As_ppb;As_ppm;Au_perc;Au_ppb;Au_ppm;B_ppb;B_ppm;Ba_perc;Ba_ppb;Ba_ppm;Be_perc;Be_ppb;Be_ppm;Bi_perc;Bi_ppb;Bi_ppm;Br_perc;Br_ppb;Br_ppm;C_perc;Ca_perc;Ca_ppb;Ca_ppm;CaCO3_perc;Cd_perc;Cd_ppb;Cd_ppm;Ce_ppb;Ce_ppm;Cl_perc;Cl_ppm;Co_perc;Co_ppb;Co_ppm;Cr_perc;Cr_ppb;Cr_ppm;Cs_ppb;Cs_ppm;Cu_perc;Cu_ppb;Cu_ppm;Dy_ppb;Dy_ppm;Er_ppb;Er_ppm;Eu_ppb;Eu_ppm;Fe_perc;Fe_ppb;Fe_ppm;Ga_perc;Ga_ppb;Ga_ppm;Gd_ppb;Gd_ppm;Ge_ppb;Ge_ppm;Hf_ppb;Hf_ppm;Hg_ppb;Hg_ppm;Ho_ppb;Ho_ppm;I_ppb;I_ppm;In_ppb;In_ppm;Ir_ppb;Ir_ppm;K_perc;K_ppb;K_ppm;La_ppb;La_ppm;Li_perc;Li_ppb;Li_ppm;Lu_ppb;Lu_ppm;Mg_perc;Mg_ppb;Mg_ppm;MgCO3_perc;Mn_perc;Mn_ppb;Mn_ppm;Mo_perc;Mo_ppb;Mo_ppm;N_perc;Na_perc;Na_ppb;Na_ppm;Nb_ppb;Nb_ppm;Nd_ppb;Nd_ppm;Ni_perc;Ni_ppb;Ni_ppm;Os_ppb;Os_ppm;P_perc;P_ppm;Pb_perc;Pb_ppb;Pb_ppm;Pd_ppb;Pd_ppm;Pg_perc;Pr_ppb;Pr_ppm;Pt_ppb;Pt_ppm;R2O3_perc;Rb_perc;Rb_ppb;Rb_ppm;Re_ppb;Re_ppm;Ru_ppb;Ru_ppm;S_perc;S_ppm;Sb_perc;Sb_ppb;Sb_ppm;Sc_ppb;Sc_ppm;Se_ppb;Se_ppm;Si_perc;Si_ppb;Si_ppm;Sm_ppb;Sm_ppm;Sn_perc;Sn_ppb;Sn_ppm;Sr_perc;Sr_ppb;Sr_ppm;Ta_perc;Ta_ppb;Ta_ppm;Tb_ppb;Tb_ppm;Te_perc;Te_ppb;Te_ppm;Th_ppb;Th_ppm;Ti_perc;Ti_ppb;Ti_ppm;Tl_ppb;Tl_ppm;Tm_ppb;Tm_ppm;U_ppb;U_ppm;V_ppb;V_ppm;W_perc;W_ppb;W_ppm;Y_perc;Y_ppb;Y_ppm;Yb_ppb;Yb_ppm;Zn_perc;Zn_ppb;Zn_ppm;Zr_perc;Zr_ppb;Zr_ppm;Shape;k/Rb_ppm
116551;;;2-IV-D-SL-15A;;2-IV-D-SL-15A;;S: Sedimento;Sedimento de Lecho;1265105;1845609;1265105;1845609;;;;1-Bogotá;1265104,78;1845609,49;30-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;75,29536;0,07529536;5,69;;56900;;;3,444735;;0,653061224;0,000653061;;19,0;;;330,7;;;0,798;;;7,277941176;;;0,0;;0,38;;3800;;;88,4;0,0884;;29,0;;57,4;;;83,62168397;;;41,3;;1,47;;;9,114;;1,96;;1,076190476;;0,523809524;1,8;;18000;;;5,3;;1,986394558;;;;6,14506647;10,2;0,0102;;0,378857143;;;;0,02565;;;1,61;;16100;;15,33333333;;;10,50804;;0,17;0,41;;4100;;;;260,0952381;;;0,91;;0,89;;8900;;6,666666667;;13,07189542;;;9,411764706;;;;277,4745098;;;9,486;;;;;3,675;;;;;;39,0;;;;;;24,794;;;0,334190476;;4,0;;0,0;82,57;;825700,0;;2,427637722;;;1,643;;;54,2;;;2,0502;;0,35;;;0,0246715;;4,108309991;;;2191,464821;;0,32;;0,182622068;;0,9566912;;36,85714286;;;432,6335;;;10,76509035;;1,172625913;;;34,5;;;199,7;;412,8205128205128
116542;;;2-IV-D-SL-05A;;2-IV-D-SL-05A;;S: Sedimento;Sedimento de Lecho;1264642;1850351;1264642;1850351;;;;1-Bogotá;1264641,7;1850350,52;29-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;84,035;0,084035;5,3;;53000;;;3,645285;;0,265306122;0,000265306;;14,0;;;343,8;;;0,819;;;7,277941176;;;1,0;;0,59;;5900;;;114,9;0,1149;;27,0;;59,7;;;83,52556709;;;164,2;;1,176;;;12,054;;1,97;;1,104761905;;0,571428571;2,0;;20000;;;5,3;;2,095238095;;;;6,88291625;9,18;0,00918;;0,378857143;;;;0,02375;;;1,46;;14600;;13,52380952;;;10,19592;;0,18;1,1;;11000;;;;302,7619048;;;0,91;;0,98;;9800;;5,714285714;;13,55247982;;;50,0;;;;276,3215686;;;8,772;;;;;3,57;;;;;;41,1;;;;;;49,0;;;0,357238095;;4,2;;0,0;81,83;;818300,0;;2,614379085;;;1,138;;;68,7;;;1,836;;0,37;;;0,03724;;4,108309991;;;1918,877355;;0,29;;0,173010381;;1,086086;;35,42857143;;;431,8255;;;10,76509035;;1,14379085;;;34,4;;;217,9;;355,23114355231144
116582;;;2-IV-D-SL-04;;2-IV-D-SL-04;;S: Sedimento;Sedimento de Lecho;1261076;1850072;1261076;1850072;;;;1-Bogotá;1261075,72;1850071,6;29-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;61,27352;0,06127352;6,05;;60500;;;3,5448;;0,336734694;0,000336735;;8,0;;;413,7;;;0,767;;;9,357352941;;;1,0;;1,02;;10200;;;125,1;0,1251;;21,9;;75,9;;;73,91387928;;;131,9;;0,98;;;11,27;;1,76;;0,980952381;;0,523809524;2,2;;22000;;;5,9;;1,741496599;;;;4,94638043;8,67;0,00867;;0,330285714;;;;0,02185;;;1,46;;14600;;11,80952381;;;9,05148;;0,16;1,17;;11700;;;;332,0;;;0,86;;1,25;;12500;;4,380952381;;10,66897347;;;40,88235294;;;;298,227451;;;7,854;;;;;2,835;;;;;;37,8;;;;;;39,298;;;0,288095238;;4,0;;0,0;81,33;;813300,0;;1,867413632;;;1,092;;;104,5;;;1,6422;;0,31;;;0,0221578;;3,734827264;;;1756,632065;;0,28;;0,163398693;;0,7879402;;48,0;;;401,7275;;;9,803921569;;1,047673972;;;36,1;;;159,1;;386,2433862433863
116637;;;10-II-C-SL-06B;;10-II-C-SL-06B;;S: Sedimento;Sedimento de Lecho;1239837;1787232;1239837;1787232;;;;1-Bogotá;1239836,92;1787231,72;20-7-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;61,36956;0,06136956;7,82;;78200;;;2,56305;;0,234693878;0,000234694;;27,0;;;659,4;;;0,826;;;9,357352941;;;2,0;;0,35;;3500;;;102,8;0,1028;;31,3;;86,1;;;79,00807382;;;25,7;;1,568;;;7,252;;1,99;;1,2;;0,495238095;1,83;;18300;;;7,1;;1,995464853;;;;10,4199531;13,77;0,01377;;0,398285714;;;;0,02565;;;2,43;;24300;;15,71428571;;;12,90096;;0,22;0,32;;3200;;;;280,5714286;;;0,87;;1,15;;11500;;7,619047619;;13,26412918;;;7,352941176;;;;215,1196078;;;11,73;;;;;3,675;;;;;;57,1;;;;;;99,274;;;0,242;;3,8;;0,0;80,74;;807400,0;;2,33426704;;;1,665;;;65,7;;;2,2338;;0,36;;;0,0468293;;4,575163399;;;2028,835063;;0,38;;0,211457132;;0,98672;;30,95238095;;;435,6635;;;11,34179162;;1,364859669;;;37,2;;;329,7;;425,56917688266196
116548;;;2-IV-D-SL-12A;;2-IV-D-SL-12A;;S: Sedimento;Sedimento de Lecho;1256002;1839865;1256002;1839865;;;;1-Bogotá;1256001,66;1839864,87;16-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;62,71412;0,06271412;8,2;;82000;;;2,853165;;0,510204082;0,000510204;;14,0;;;541,0;;;1,024;;;0,114367647;;;0,0;;1,24;;12400;;;110,8;0,1108;;30,1;;55,6;;;64,78277586;;;90,3;;1,176;;;12,838;;2,03;;1,085714286;;0,628571429;2,16;;21600;;;8,3;;2,185941043;;;;5,806846191;9,18;0,00918;;0,378857143;;;;0,0228;;;1,72;;17200;;15,71428571;;;9,57168;;0,18;0,97;;9700;;;;328,7619048;;;3,95;;1,67;;16700;;6,761904762;;14,22529796;;;34,90196078;;;;306,9705882;;;9,078;;;;;3,78;;;;;;40,8;;;;;;64,876;;;0,276571429;;5,2;;0,0;80,16;;801600,0;;2,521008403;;;1,11;;;162,6;;;2,091;;0,37;;;0,0340746;;5,508870215;;;1935,890042;;0,3;;0,173010381;;0,960062;;46,38095238;;;337,2895;;;10,57285659;;1,134179162;;;33,9;;;173,2;;421,56862745098044
116604;;;10-I-B-SL-14B;;10-I-B-SL-14B;;S: Sedimento;Sedimento de Lecho;1232200;1792510;1232200;1792510;;;;1-Bogotá;1232199,83;1792509,82;;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;70,68544;0,07068544;4,97;;49700;;;3,444735;;0,244897959;0,000244898;;24,0;;;491,5;;;0,692;;;6,238235294;;;0,0;;0,4;;4000;;;163,7;0,1637;;33,2;;90,0;;;87,17800846;;;23,8;;1,078;;;8,428;;1,82;;1,00952381;;0,561904762;1,67;;16700;;;5,3;;2,068027211;;;;8,60428338;9,69;0,00969;;0,349714286;;;;0,02375;;;1,89;;18900;;18,66666667;;;10,29996;;0,18;0,31;;3100;;;;251,9047619;;;1,17;;0,73;;7300;;8,285714286;;15,18646674;;;6,568627451;;;;176,4;;;9,588;;;;;4,2;;;;;;43,1;;;;;;58,996;;;0,426380952;;3,4;;0,0;79,53;;795300,0;;2,521008403;;;0,976;;;55,9;;;2,3052;;0,35;;;0,0342608;;3,921568627;;;2608,99654;;0,32;;0,173010381;;0,9042664;;39,80952381;;;469,8015;;;9,707804691;;1,057285659;;;34,4;;;281,4;;438,5150812064965
116610;;;10-II-A-SL-2C;;10-II-A-SL-2C;;S: Sedimento;Sedimento de Lecho;1241052;1798791;1241052;1798791;;;;1-Bogotá;1241052,42;1798790,53;39301;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;411,91556;0,41191556;7,25;;72500;;;8,009085;;0,520408163;0,000520408;;22,0;;;2032,9;;;0,985;;;6,238235294;;;1,0;;0,8;;8000;;;510,4;0,5104;;28,4;;112,1;;;82,37216455;;;20,5;;1,47;;;15,386;;2,05;;1,180952381;;0,59047619;1,67;;16700;;;7,1;;2,058956916;;;;5,683893081;14,28;0,01428;;0,388571429;;;;0,0247;;;3,91;;39100;;12,95238095;;;9,15552;;0,21;0,34;;3400;;;;746,952381;;;1,11;;0,7;;7000;;7,047619048;;13,26412918;;;7,058823529;;;;316,7705882;;;30,702;;;;;3,57;;;;;;80,1;;;;;;243,628;;;0,553142857;;3,5;;0,0;79,49;;794900,0;;2,33426704;;;1,213;;;80,3;;;2,4582;;0,37;;;0,0378917;;4,855275444;;;2289,311803;;0,48;;0,192233756;;1,2227204;;39,14285714;;;443,4405;;;11,91849289;;1,287966167;;;54,8;;;185,7;;488,1398252184769
116571;;;2-IV-B-SL-13A;;2-IV-B-SL-13A;;S: Sedimento;Sedimento de Lecho;1256544;1854293;1256544;1854293;;;;1-Bogotá;1256543,9;1854292,61;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;57,624;0,057624;6,87;;68700;;;3,245865;;0,826530612;0,000826531;;11,0;;;382,5;;;0,728;;;7,277941176;;;1,0;;2,4;;24000;;;123,4;0,1234;;26,3;;77,4;;;62,76432141;;;423,8;;0,882;;;12,838;;3,0;;1,628571429;;0,838095238;3,1;;31000;;;8,3;;2,721088435;;;;3,307446522;8,16;0,00816;;0,582857143;;;;0,03515;;;1,04;;10400;;13,23809524;;;9,05148;;0,26;2,73;;27300;;;;428,4761905;;;0,92;;1,6;;16000;;5,619047619;;14,32141484;;;82,94117647;;;;242,7901961;;;8,058;;;;;3,57;;;;;;26,1;;;;;;372,596;;;0,276571429;;11,7;;0,0;79,26;;792600,0;;2,987861811;;;1,082;;;131,5;;;1,8564;;0,52;;;0,040964;;4,295051354;;;2425,317186;;0,19;;0,269127259;;0,851541;;90,47619048;;;314,1605;;;16,05151865;;1,710880431;;;35,5;;;97,7;;398,46743295019155
116558;;;2-IV-B-SL-04;;2-IV-B-SL-04;;S: Sedimento;Sedimento de Lecho;1262205;1858601;1262205;1858601;;;;1-Bogotá;1262205,49;1858600,51;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;56,85568;0,05685568;5,6;;56000;;;2,659335;;0,306122449;0,000306122;;10,0;;;413,9;;;0,838;;;7,277941176;;;0,0;;0,98;;9800;;;48,0;0,048;;38,8;;51,5;;;73,62552864;;;155,1;;0,784;;;6,076;;2,13;;1,20952381;;0,647619048;1,38;;13800;;;5,8;;2,548752834;;;;6,406837873;8,67;0,00867;;0,408;;;;0,01805;;;1,4;;14000;;20,0952381;;;7,69896;;0,2;0,35;;3500;;;;205,3333333;;;0,92;;1,24;;12400;;6,761904762;;17,5893887;;;12,35294118;;;;173,0372549;;;7,446;;;;;4,83;;;;;;34,7;;;;;;57,82;;;0,195904762;;3,1;;0,0;79,22;;792200,0;;2,987861811;;;1,279;;;129,3;;;2,1012;;0,42;;;0,01;;3,828197946;;;1924,548251;;0,24;;0,182622068;;0,8368652;;31,33333333;;;386,1735;;;11,34179162;;1,23029604;;;25,0;;;179,6;;403,4582132564841
116572;;;2-IV-B-SL-13B;;2-IV-B-SL-13B;;S: Sedimento;Sedimento de Lecho;1260051;1853220;1260051;1853220;;;;1-Bogotá;1260050,78;1853219,85;28-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;60,31312;0,06031312;8,24;;82400;;;2,75604;;0,244897959;0,000244898;;9,0;;;538,5;;;0,899;;;0,145558824;;;1,0;;1,69;;16900;;;113,2;0,1132;;31,9;;87,0;;;68,05074971;;;144,3;;0,98;;;11,466;;2,37;;1,361904762;;0,828571429;2,87;;28700;;;8,4;;2,421768707;;;;6,518607999;9,18;0,00918;;0,476;;;;0,0266;;;1,63;;16300;;16,85714286;;;8,63532;;0,23;1,67;;16700;;;;446,5714286;;;1,0;;1,77;;17700;;6,952380952;;15,28258362;;;40,68627451;;;;343,3843137;;;7,854;;;;;4,095;;;;;;39,4;;;;;;112,7;;;0,23047619;;6,3;;0,0;78,74;;787400,0;;2,801120448;;;1,092;;;177,8;;;2,142;;0,44;;;0,0314678;;5,042016807;;;2405,613226;;0,27;;0,22106882;;1,0310048;;57,52380952;;;348,9045;;;13,26412918;;1,441753172;;;38,9;;;181,3;;413,7055837563452
116584;;;2-IV-D-SL-20-D;;2-IV-D-SL-20-D;;S: Sedimento;Sedimento de Lecho;1264081;1840403;1264081;1840403;;;;1-Bogotá;1264080,53;1840402,57;30-5-2007;;;;25000;;;;;;LA GUAJIRA;;;;PROYECTO ALTA GUAJIRA ;;;;;;;;;;;ICP-OES;;82,88252;0,08288252;7,13;;71300;;;6,182925;;0,295918367;0,000295918;;19,0;;;442,1;;;0,903;;;0,114367647;;;1,0;;0,8;;8000;;;186,2;0,1862;;24,7;;75,6;;;104,7673972;;;330,5;;1,862;;;32,928;;2,23;;1,219047619;;0,571428571;3,46;;34600;;;7,6;;2,049886621;;;;3,940338141;10,2;0,0102;;0,437142857;;;;0,0304;;;1,53;;15300;;12,66666667;;;15,606;;0,19;3,33;;33300;;;;731,3333333;;;1,25;;1,0;;10000;;5,904761905;;12,01460977;;;139,7058824;;;;319,6529412;;;11,322;;;;;3,15;;;;;;45,3;;;;;;47,53;;;0,564666667;;7,7;;0,0;78,61;;786100,0;;2,33426704;;;1,029;;;83,9;;;2,5092;;0,39;;;0,05586;;5,602240896;;;2235,870819;;0,35;;0,201845444;;0,938378;;75,33333333;;;482,0225;;;12,20684352;;1,268742791;;;55,9;;;125,0;;337,74834437086093
